input_id,ror_id
univ edinburgh,"['https://ror.org/03mq68c95', 'https://ror.org/02kzqn938', 'https://ror.org/00pw0pp06', 'https://ror.org/02z3r7t23', 'https://ror.org/04vpa6h32', 'https://ror.org/03zjvnn91', 'https://ror.org/04pc9r783', 'https://ror.org/01nrxwf90', 'https://ror.org/009bsy196', 'https://ror.org/04jxcef68', 'https://ror.org/00xagtd33', 'https://ror.org/04315yv37', 'https://ror.org/05ydk8712', 'https://ror.org/0349vqz63', 'https://ror.org/024whdm10', 'https://ror.org/02t7v8j62', 'https://ror.org/01ba09j13', 'https://ror.org/03kx2pj14', 'https://ror.org/01nd71k14', 'https://ror.org/01ha5h612']"
univ strathclyde,"['https://ror.org/03mq68c95', 'https://ror.org/02kzqn938', 'https://ror.org/00n3w3b69', 'https://ror.org/00pw0pp06', 'https://ror.org/00xagtd33', 'https://ror.org/04sx5hw70']"
aware defeat depress,"['https://ror.org/013171h84', 'https://ror.org/05mr17y43', 'https://ror.org/058nnmf19', 'https://ror.org/03w007e62', 'https://ror.org/05r2h7161']"
act depress,"['https://ror.org/00fnw5m57', 'https://ror.org/045g9rz48', 'https://ror.org/031241j87', 'https://ror.org/02mx1bf53', 'https://ror.org/02hgsjt50', 'https://ror.org/03ngp7731', 'https://ror.org/0232pe591', 'https://ror.org/00yaw3b91', 'https://ror.org/01zf6g661', 'https://ror.org/05cc6ax93', 'https://ror.org/03r0xxt78', 'https://ror.org/04ssevy49', 'https://ror.org/05d0qsh22', 'https://ror.org/05yny8j84', 'https://ror.org/0568ttb16', 'https://ror.org/01bb68v37', 'https://ror.org/01atz5j40', 'https://ror.org/05183v471', 'https://ror.org/05j137f13', 'https://ror.org/01431mg04']"
camlin technol ltd,"['https://ror.org/057bfzf92', 'https://ror.org/04kn30428', 'https://ror.org/02v3j1y79', 'https://ror.org/00k66f384', 'https://ror.org/004zcwt94', 'https://ror.org/00dsd1564', 'https://ror.org/05e91m220', 'https://ror.org/03210bg97', 'https://ror.org/050j82f52', 'https://ror.org/02drbqt14', 'https://ror.org/052n05843', 'https://ror.org/03xajsx66', 'https://ror.org/00srxhm83', 'https://ror.org/01b6ear34', 'https://ror.org/00af5g613', 'https://ror.org/03jzw9k83', 'https://ror.org/02fpfg069', 'https://ror.org/03p14zg79', 'https://ror.org/02avhnb77', 'https://ror.org/05cetd543']"
moorfields eye hosp nhs fdn trust,"['https://ror.org/03zaddr67', 'https://ror.org/03tb37539', 'https://ror.org/017hm5p20', 'https://ror.org/04xzpvb32', 'https://ror.org/01apxt611', 'https://ror.org/05ntqkc30', 'https://ror.org/03g47g866', 'https://ror.org/04fsd0842', 'https://ror.org/04cntmc13', 'https://ror.org/05f7skt07', 'https://ror.org/028gccq90', 'https://ror.org/00b31g692', 'https://ror.org/033t2dn25', 'https://ror.org/0257nzs56', 'https://ror.org/045wcpc71', 'https://ror.org/058xqe166', 'https://ror.org/0057f6x09', 'https://ror.org/037f2xv36', 'https://ror.org/03yk2q786', 'https://ror.org/03vtyzs10']"
ucl,"['https://ror.org/02jx3x895', 'https://ror.org/02495e989', 'https://ror.org/02np5p423', 'https://ror.org/04dj1na10', 'https://ror.org/0572v5y16', 'https://ror.org/0078bd381', 'https://ror.org/01vr20t27', 'https://ror.org/03r9qc142', 'https://ror.org/00ntbvq76']"
univ southampton,"['https://ror.org/03mq68c95', 'https://ror.org/02kzqn938', 'https://ror.org/01ryk1543', 'https://ror.org/05v4bdf81', 'https://ror.org/00pw0pp06', 'https://ror.org/011cztj49', 'https://ror.org/0485axj58', 'https://ror.org/04vpw3947', 'https://ror.org/029d98p07', 'https://ror.org/005c9q773', 'https://ror.org/05ftj4678', 'https://ror.org/05xydav19', 'https://ror.org/00xagtd33', 'https://ror.org/04vxw9c34', 'https://ror.org/01qqpzg67', 'https://ror.org/04sx5hw70', 'https://ror.org/01yg3ff09', 'https://ror.org/046xy0k58']"
southern hlth fdn trust,"['https://ror.org/04xzpvb32', 'https://ror.org/040j6t342', 'https://ror.org/01hv65386', 'https://ror.org/03qesm017', 'https://ror.org/02fjtnt35', 'https://ror.org/05bg0c903', 'https://ror.org/01zs84n26', 'https://ror.org/0270vfa57', 'https://ror.org/01zqbp192', 'https://ror.org/00cckeg37', 'https://ror.org/01gah6w46', 'https://ror.org/026hjc247', 'https://ror.org/03c3mm140', 'https://ror.org/032dee662', 'https://ror.org/032agg760', 'https://ror.org/01tv9ph92', 'https://ror.org/04xafps82', 'https://ror.org/02r3wcw82', 'https://ror.org/0518nb352', 'https://ror.org/057kz9b56']"
univ durham,"['https://ror.org/03mq68c95', 'https://ror.org/02kzqn938', 'https://ror.org/00pw0pp06', 'https://ror.org/03fm7wh60', 'https://ror.org/01rj6x283', 'https://ror.org/01mcf1q28', 'https://ror.org/01v29qb04', 'https://ror.org/03f9vhh95', 'https://ror.org/00kr4pg87', 'https://ror.org/015ygpt53', 'https://ror.org/029aeh759', 'https://ror.org/01h79xg57', 'https://ror.org/04zk97n46', 'https://ror.org/05j131828', 'https://ror.org/04spj3m21', 'https://ror.org/05btx4z39', 'https://ror.org/00xagtd33', 'https://ror.org/01m82kt84', 'https://ror.org/034adnw64', 'https://ror.org/049hp7d95']"
univ york,"['https://ror.org/03mq68c95', 'https://ror.org/02kzqn938', 'https://ror.org/00pw0pp06', 'https://ror.org/00xagtd33', 'https://ror.org/01m3vxn57', 'https://ror.org/05fq50484', 'https://ror.org/0003zy991', 'https://ror.org/022jz8688', 'https://ror.org/05teaww98', 'https://ror.org/017w08b10', 'https://ror.org/04gaeyc40', 'https://ror.org/02m3s6y46', 'https://ror.org/04sx5hw70', 'https://ror.org/015a1ak54', 'https://ror.org/03dkvy735', 'https://ror.org/01hg95g34', 'https://ror.org/010s4nz55', 'https://ror.org/040rp5672', 'https://ror.org/0190ak572', 'https://ror.org/05xnmjv56']"
bangor univ,"['https://ror.org/006jb1a24', 'https://ror.org/03mq68c95', 'https://ror.org/02kzqn938', 'https://ror.org/02g553740', 'https://ror.org/00pw0pp06', 'https://ror.org/00xagtd33', 'https://ror.org/04sx5hw70']"
univ reading,"['https://ror.org/03mq68c95', 'https://ror.org/02kzqn938', 'https://ror.org/00dt2yt23', 'https://ror.org/00akavp61', 'https://ror.org/04kk13p96', 'https://ror.org/00pw0pp06', 'https://ror.org/0336k1122', 'https://ror.org/01t8zd103', 'https://ror.org/03nf8te12', 'https://ror.org/003kr8v19', 'https://ror.org/05v62cm79', 'https://ror.org/050wvj485', 'https://ror.org/01eq8c489', 'https://ror.org/0482xmh13', 'https://ror.org/05qssq044', 'https://ror.org/00xagtd33', 'https://ror.org/04zxxm138', 'https://ror.org/054snha28', 'https://ror.org/04sx5hw70']"
scotlands rural coll,"['https://ror.org/01e4h3c94', 'https://ror.org/00j10yp83', 'https://ror.org/01g5kcp58', 'https://ror.org/01az4vq35', 'https://ror.org/04mevkg92', 'https://ror.org/053s72389', 'https://ror.org/04b9q9g40', 'https://ror.org/04wtra345', 'https://ror.org/02yt3b208', 'https://ror.org/0267w9f76', 'https://ror.org/00x2a8982', 'https://ror.org/02qhkmh27', 'https://ror.org/03xs9yg50', 'https://ror.org/044e2ja82', 'https://ror.org/00f5a7a07', 'https://ror.org/04e0phs31', 'https://ror.org/04k2bnr92', 'https://ror.org/05262hj55', 'https://ror.org/00wdz4w44', 'https://ror.org/03kjbs929']"
univ wales hosp,"['https://ror.org/03mq68c95', 'https://ror.org/02kzqn938', 'https://ror.org/00pw0pp06', 'https://ror.org/04a496k07', 'https://ror.org/02d8xcv03', 'https://ror.org/02zggew82', 'https://ror.org/040v79746', 'https://ror.org/00xagtd33', 'https://ror.org/03w2cyv53', 'https://ror.org/026fx4095', 'https://ror.org/01ttqjq76', 'https://ror.org/04e8mam19', 'https://ror.org/05a15fa50', 'https://ror.org/00265c946', 'https://ror.org/01z7cky43', 'https://ror.org/05kd5pz92', 'https://ror.org/01se4f844', 'https://ror.org/05r66v627', 'https://ror.org/04x65hs26', 'https://ror.org/015m2p889']"
kings coll london,"['https://ror.org/02h26j898', 'https://ror.org/02vzf2422', 'https://ror.org/05wyncb52', 'https://ror.org/04z5n3121', 'https://ror.org/01xcsye48', 'https://ror.org/0316g5c30', 'https://ror.org/02emy8e21', 'https://ror.org/00r1qza69', 'https://ror.org/01e4h3c94', 'https://ror.org/04pt7tz26', 'https://ror.org/024ymtz97', 'https://ror.org/02m7axw05', 'https://ror.org/019my5047', 'https://ror.org/04vgjs034', 'https://ror.org/052cecc97', 'https://ror.org/00krgnp64', 'https://ror.org/005g2dx86', 'https://ror.org/02jx3x895', 'https://ror.org/005kpb876', 'https://ror.org/03vnshb93']"
city univ london,"['https://ror.org/04489at23', 'https://ror.org/03mq68c95', 'https://ror.org/02kzqn938', 'https://ror.org/00pw0pp06', 'https://ror.org/01vmvt909', 'https://ror.org/00xagtd33', 'https://ror.org/024ymtz97', 'https://ror.org/02m7axw05', 'https://ror.org/019my5047', 'https://ror.org/04vgjs034', 'https://ror.org/052cecc97', 'https://ror.org/00krgnp64', 'https://ror.org/005g2dx86', 'https://ror.org/02jx3x895', 'https://ror.org/005kpb876', 'https://ror.org/03vnshb93', 'https://ror.org/05m8hpg39', 'https://ror.org/0073v0y35', 'https://ror.org/010x33r48', 'https://ror.org/04cw6st05']"
nat hist museum,"['https://ror.org/0578f1k82', 'https://ror.org/01mdxbf79', 'https://ror.org/01q4spz53', 'https://ror.org/02aredd96', 'https://ror.org/05sqads14', 'https://ror.org/04rn6qc33', 'https://ror.org/04zbc6m03', 'https://ror.org/052scad51', 'https://ror.org/04m60en37', 'https://ror.org/02hfm7873', 'https://ror.org/05f9b5v38', 'https://ror.org/05ds63q12', 'https://ror.org/036dfng96', 'https://ror.org/04mf3mq37', 'https://ror.org/05fpqxw78', 'https://ror.org/018gqjy33', 'https://ror.org/04mz77s40', 'https://ror.org/00h8svb48', 'https://ror.org/040vydp62', 'https://ror.org/03zcb0w86']"
hlth protect scotland,"['https://ror.org/02hs9bv14', 'https://ror.org/03qgkkv45', 'https://ror.org/00ev71s96', 'https://ror.org/016nc1s82', 'https://ror.org/02r41bx44', 'https://ror.org/05yapj268', 'https://ror.org/03z7s4z65', 'https://ror.org/00r7q8k52', 'https://ror.org/037866t57', 'https://ror.org/05abkk781', 'https://ror.org/05pms6260', 'https://ror.org/00x43vj55', 'https://ror.org/02jcwf181', 'https://ror.org/05b56f310', 'https://ror.org/04za2st18', 'https://ror.org/02kh2f959', 'https://ror.org/02vaajx27', 'https://ror.org/05bxaer12', 'https://ror.org/05rf93e76', 'https://ror.org/00pxfwe85']"
publ hlth england,"['https://ror.org/015e5sp16', 'https://ror.org/01vnt7q67', 'https://ror.org/02kk6xv61', 'https://ror.org/02wxr8x18', 'https://ror.org/00r66pz14', 'https://ror.org/04rxxfz69', 'https://ror.org/00x143s74', 'https://ror.org/02g2dv858', 'https://ror.org/019mrv168', 'https://ror.org/01mbxzz40', 'https://ror.org/02ffdpz25', 'https://ror.org/02jey0g96', 'https://ror.org/04m5qh397', 'https://ror.org/059aewc73', 'https://ror.org/05pmf3t53', 'https://ror.org/00qr60202', 'https://ror.org/03s41ze97', 'https://ror.org/00scx1h10', 'https://ror.org/04p3y0q03', 'https://ror.org/01w6bk780']"
sloan med practice,"['https://ror.org/01hbh1z68', 'https://ror.org/03qyvqf30', 'https://ror.org/01sjwtr21', 'https://ror.org/0259fwx54', 'https://ror.org/03ap6wx93', 'https://ror.org/00zd77s10', 'https://ror.org/04jsfy203', 'https://ror.org/01y7px869', 'https://ror.org/04663jx74', 'https://ror.org/00vsw8h69', 'https://ror.org/05f4jn380', 'https://ror.org/05kg11974', 'https://ror.org/036c9yv20', 'https://ror.org/0042x6d59', 'https://ror.org/052csg198', 'https://ror.org/04y10pp77', 'https://ror.org/048jha534', 'https://ror.org/039twdk76', 'https://ror.org/01bq78n56', 'https://ror.org/0174crz24']"
tynan surg,[]
sway rd surg,"['https://ror.org/01xgb9x41', 'https://ror.org/01qqbx440', 'https://ror.org/03jrh3t05', 'https://ror.org/01nqp5d86', 'https://ror.org/01cv9mb69']"
univ dundee,"['https://ror.org/03mq68c95', 'https://ror.org/02kzqn938', 'https://ror.org/037trk629', 'https://ror.org/00pw0pp06', 'https://ror.org/016a6yb46', 'https://ror.org/02dp0cj52', 'https://ror.org/041gvrq41', 'https://ror.org/01ybj8n97', 'https://ror.org/03h2bxq36', 'https://ror.org/00yxhwc11', 'https://ror.org/05k9ygy91', 'https://ror.org/02zfe4c02', 'https://ror.org/00xagtd33', 'https://ror.org/0384y3666', 'https://ror.org/016gda025', 'https://ror.org/04sx5hw70']"
ph associates,"['https://ror.org/053gjjp11', 'https://ror.org/0235ynq74', 'https://ror.org/04bf6dq94', 'https://ror.org/00wb8n271', 'https://ror.org/05q3g7p38', 'https://ror.org/040gs8e06', 'https://ror.org/031eq5e98', 'https://ror.org/01t1kq612', 'https://ror.org/01m46xf39', 'https://ror.org/01awgk221', 'https://ror.org/05ghhx264', 'https://ror.org/048gre751', 'https://ror.org/00smnxt90', 'https://ror.org/0007gah74', 'https://ror.org/00hp40m78', 'https://ror.org/048qnxy85', 'https://ror.org/02evg2181', 'https://ror.org/00840a568', 'https://ror.org/017na5t98', 'https://ror.org/01jc57498']"
sothall med practice,"['https://ror.org/03qyvqf30', 'https://ror.org/01sjwtr21', 'https://ror.org/0259fwx54', 'https://ror.org/03ap6wx93', 'https://ror.org/00zd77s10', 'https://ror.org/04jsfy203', 'https://ror.org/01y7px869', 'https://ror.org/04663jx74', 'https://ror.org/00vsw8h69', 'https://ror.org/05f4jn380', 'https://ror.org/05kg11974', 'https://ror.org/036c9yv20', 'https://ror.org/0042x6d59', 'https://ror.org/04y10pp77', 'https://ror.org/048jha534', 'https://ror.org/039twdk76', 'https://ror.org/01bq78n56', 'https://ror.org/0174crz24', 'https://ror.org/00kavjh60', 'https://ror.org/03dkvy735']"
edinburgh napier univ,"['https://ror.org/03zjvnn91', 'https://ror.org/03mq68c95', 'https://ror.org/02kzqn938', 'https://ror.org/00pw0pp06', 'https://ror.org/02z3r7t23', 'https://ror.org/04vpa6h32', 'https://ror.org/04pc9r783', 'https://ror.org/01nrxwf90', 'https://ror.org/009bsy196', 'https://ror.org/04jxcef68', 'https://ror.org/00xagtd33', 'https://ror.org/04315yv37', 'https://ror.org/05ydk8712', 'https://ror.org/0349vqz63', 'https://ror.org/024whdm10', 'https://ror.org/02t7v8j62', 'https://ror.org/01ba09j13', 'https://ror.org/03kx2pj14', 'https://ror.org/01nd71k14', 'https://ror.org/01ha5h612']"
univ leicester,"['https://ror.org/03mq68c95', 'https://ror.org/02kzqn938', 'https://ror.org/02cx93t24', 'https://ror.org/00pw0pp06', 'https://ror.org/02zg49d29', 'https://ror.org/03jkz2y73', 'https://ror.org/02jh4h461', 'https://ror.org/04h699437', 'https://ror.org/02c18bt40', 'https://ror.org/00xagtd33', 'https://ror.org/05xqxa525', 'https://ror.org/04s4s0979', 'https://ror.org/02fha3693', 'https://ror.org/03ke6rf22', 'https://ror.org/04sx5hw70', 'https://ror.org/01fphh031']"
univ liverpool,"['https://ror.org/03mq68c95', 'https://ror.org/02kzqn938', 'https://ror.org/00pw0pp06', 'https://ror.org/027xc7098', 'https://ror.org/02353ej91', 'https://ror.org/03zzzks34', 'https://ror.org/03ctjbj91', 'https://ror.org/05vqfs419', 'https://ror.org/03x5d0y93', 'https://ror.org/04xs57h96', 'https://ror.org/01cesq109', 'https://ror.org/05sjeet64', 'https://ror.org/00eysw063', 'https://ror.org/05ym5dp96', 'https://ror.org/00xagtd33', 'https://ror.org/01ycr6b80', 'https://ror.org/03a5bb278', 'https://ror.org/03tebt685', 'https://ror.org/00at7nn49', 'https://ror.org/03zmrmn05']"
james hutton inst,"['https://ror.org/03rzp5127', 'https://ror.org/0363pts49', 'https://ror.org/02s7j7z43', 'https://ror.org/03c4nng82', 'https://ror.org/00s3cdx23', 'https://ror.org/04asz2z59', 'https://ror.org/00nm7k655', 'https://ror.org/04gsp2c11', 'https://ror.org/04edbcc27', 'https://ror.org/03tcxks04', 'https://ror.org/01h8z7f20', 'https://ror.org/028pmsz77', 'https://ror.org/00q3m9b74', 'https://ror.org/028t46f04', 'https://ror.org/01rsndm95', 'https://ror.org/00bmwjh97', 'https://ror.org/01y5z8p89', 'https://ror.org/02vqh3346', 'https://ror.org/04rsgp216', 'https://ror.org/02b773808']"
univ nottingham,"['https://ror.org/03mq68c95', 'https://ror.org/02kzqn938', 'https://ror.org/00pw0pp06', 'https://ror.org/04dx63c61', 'https://ror.org/01ee9ar58', 'https://ror.org/034arnt34', 'https://ror.org/04mz9mt17', 'https://ror.org/02cqyyd50', 'https://ror.org/04xyxjd90', 'https://ror.org/0022b3c04', 'https://ror.org/0173xeq43', 'https://ror.org/00xagtd33', 'https://ror.org/01gxw4h97', 'https://ror.org/03s7rt838', 'https://ror.org/04dqkr113', 'https://ror.org/046cr9566', 'https://ror.org/03y4dt428', 'https://ror.org/01mhzw324', 'https://ror.org/05y3qh794', 'https://ror.org/04sx5hw70']"
keele univ,"['https://ror.org/00340yn33', 'https://ror.org/03mq68c95', 'https://ror.org/02kzqn938', 'https://ror.org/041dzw371', 'https://ror.org/00pw0pp06', 'https://ror.org/00xagtd33', 'https://ror.org/04sx5hw70']"
univ birmingham,"['https://ror.org/03mq68c95', 'https://ror.org/02kzqn938', 'https://ror.org/00pw0pp06', 'https://ror.org/00t67pt25', 'https://ror.org/03angcq70', 'https://ror.org/05sa51379', 'https://ror.org/00xagtd33', 'https://ror.org/05xc6tc48', 'https://ror.org/043zcrg65', 'https://ror.org/04dm6ed68', 'https://ror.org/00gh58f75', 'https://ror.org/01ptjzx80', 'https://ror.org/05czff141', 'https://ror.org/02cyn4444', 'https://ror.org/006g42111', 'https://ror.org/04g2hhm55', 'https://ror.org/02qem3h74', 'https://ror.org/003chwa70', 'https://ror.org/042ver755', 'https://ror.org/00xe5zs60']"
univ london imperial coll sci technol & med,"['https://ror.org/041kmwe10', 'https://ror.org/02jgqwc20', 'https://ror.org/03mq68c95', 'https://ror.org/02kzqn938', 'https://ror.org/01ty4bg86', 'https://ror.org/05b1skj70', 'https://ror.org/0263dr507', 'https://ror.org/05m5z4f19', 'https://ror.org/01tcs9y33', 'https://ror.org/0341wf912', 'https://ror.org/003cm7v94', 'https://ror.org/03t78j106', 'https://ror.org/00dyv8n62', 'https://ror.org/002tqyd59', 'https://ror.org/05291fa13', 'https://ror.org/03kswc577', 'https://ror.org/0283c7q62', 'https://ror.org/053vdc408', 'https://ror.org/01m52ey02', 'https://ror.org/05p56yz34']"
newcastle univ,"['https://ror.org/03mq68c95', 'https://ror.org/02kzqn938', 'https://ror.org/00pw0pp06', 'https://ror.org/01kj2bm70', 'https://ror.org/04jmcwc90', 'https://ror.org/03ss3kc28', 'https://ror.org/00eae9z71', 'https://ror.org/00mbfhq81', 'https://ror.org/030v3z925', 'https://ror.org/00ftam505', 'https://ror.org/02kss3272', 'https://ror.org/044m9mw93', 'https://ror.org/00xagtd33', 'https://ror.org/02w91w637', 'https://ror.org/04kbz1397', 'https://ror.org/009e9eq52', 'https://ror.org/00j4sax34', 'https://ror.org/02rn1w290', 'https://ror.org/049e6bc10', 'https://ror.org/04sx5hw70']"
cranfield univ,"['https://ror.org/05cncd958', 'https://ror.org/058znqh71', 'https://ror.org/03mq68c95', 'https://ror.org/02kzqn938', 'https://ror.org/04crag568', 'https://ror.org/00pw0pp06', 'https://ror.org/00xagtd33', 'https://ror.org/04sx5hw70']"
agri food & biosci inst northern ireland,"['https://ror.org/036br4307', 'https://ror.org/0363pts49', 'https://ror.org/02s7j7z43', 'https://ror.org/00r2p7t19', 'https://ror.org/01dwc1797', 'https://ror.org/01xgj3b22', 'https://ror.org/00qnrsq87', 'https://ror.org/011kc9d11', 'https://ror.org/05c5y5q11', 'https://ror.org/05nnsek89', 'https://ror.org/051dzs374', 'https://ror.org/00f8adc72', 'https://ror.org/057dddr91', 'https://ror.org/044y4ky78', 'https://ror.org/051r7gk37', 'https://ror.org/03nqb0t90', 'https://ror.org/05s8kep84', 'https://ror.org/00qvjvf51', 'https://ror.org/030ykd126', 'https://ror.org/046qxha37']"
univ oxford,"['https://ror.org/03mq68c95', 'https://ror.org/02kzqn938', 'https://ror.org/00pw0pp06', 'https://ror.org/02xhnj226', 'https://ror.org/00ke8ye77', 'https://ror.org/02q0ygf45', 'https://ror.org/01ex19q32', 'https://ror.org/03nm8n513', 'https://ror.org/04j8yhy50', 'https://ror.org/052gg0110', 'https://ror.org/05n2x7017', 'https://ror.org/02hejje45', 'https://ror.org/05hhpdx12', 'https://ror.org/056x7d368', 'https://ror.org/045f8jj92', 'https://ror.org/00xagtd33', 'https://ror.org/051rq2a77', 'https://ror.org/05j0wr821', 'https://ror.org/00k27zs44', 'https://ror.org/052b1ym09']"
univ huddersfield,"['https://ror.org/05t1h8f27', 'https://ror.org/03mq68c95', 'https://ror.org/02kzqn938', 'https://ror.org/00806hw79', 'https://ror.org/00pw0pp06', 'https://ror.org/04713pn08', 'https://ror.org/00xagtd33', 'https://ror.org/02fyj2e56', 'https://ror.org/04sx5hw70']"
univ warwick,"['https://ror.org/03mq68c95', 'https://ror.org/02kzqn938', 'https://ror.org/02z6cxz02', 'https://ror.org/01a77tt86', 'https://ror.org/00pw0pp06', 'https://ror.org/05c6gff39', 'https://ror.org/057tdt975', 'https://ror.org/03nsmq393', 'https://ror.org/0429ctb76', 'https://ror.org/03faefq04', 'https://ror.org/00xagtd33', 'https://ror.org/04sx5hw70']"
univ cambridge,"['https://ror.org/03mq68c95', 'https://ror.org/02kzqn938', 'https://ror.org/00pw0pp06', 'https://ror.org/013meh722', 'https://ror.org/006k1pa70', 'https://ror.org/036qj5r13', 'https://ror.org/02pqvpt18', 'https://ror.org/03r6qg857', 'https://ror.org/00xagtd33', 'https://ror.org/00p61n467', 'https://ror.org/00j8ram51', 'https://ror.org/04jm5sq24', 'https://ror.org/059c3mv67', 'https://ror.org/03cm5j964', 'https://ror.org/04rpnrw35', 'https://ror.org/03d9xwp94', 'https://ror.org/033sn5p83', 'https://ror.org/016xtkd46', 'https://ror.org/00v64cg28', 'https://ror.org/05j2cg215']"
sheffield hallam univ,"['https://ror.org/019wt1929', 'https://ror.org/03mq68c95', 'https://ror.org/02kzqn938', 'https://ror.org/020yenx75', 'https://ror.org/05krs5044', 'https://ror.org/00pw0pp06', 'https://ror.org/03hwje554', 'https://ror.org/05mm5v065', 'https://ror.org/0063dbm34', 'https://ror.org/0324chf70', 'https://ror.org/05mshxb09', 'https://ror.org/03bfpw005', 'https://ror.org/00xagtd33', 'https://ror.org/02nr9m172', 'https://ror.org/03mvw5b45', 'https://ror.org/02md8hv62', 'https://ror.org/03b1dn215', 'https://ror.org/04sx5hw70', 'https://ror.org/018hjpz25', 'https://ror.org/05cn4v910']"
maudsley hosp & inst psychiat,"['https://ror.org/0363pts49', 'https://ror.org/02s7j7z43', 'https://ror.org/02788t795', 'https://ror.org/028vg3q27', 'https://ror.org/03yr99j48', 'https://ror.org/015803449']"
ucl med sch,"['https://ror.org/03tgvv724', 'https://ror.org/047an3241', 'https://ror.org/03qjsrb10', 'https://ror.org/0390t1205', 'https://ror.org/02jx3x895', 'https://ror.org/02495e989', 'https://ror.org/02np5p423', 'https://ror.org/04dj1na10', 'https://ror.org/0572v5y16', 'https://ror.org/0078bd381', 'https://ror.org/0259fwx54', 'https://ror.org/03ap6wx93', 'https://ror.org/00zd77s10', 'https://ror.org/04jsfy203', 'https://ror.org/01y7px869', 'https://ror.org/04663jx74', 'https://ror.org/00vsw8h69', 'https://ror.org/05f4jn380', 'https://ror.org/05kg11974', 'https://ror.org/036c9yv20']"
univ london,"['https://ror.org/03mq68c95', 'https://ror.org/02kzqn938', 'https://ror.org/00pw0pp06', 'https://ror.org/00xagtd33', 'https://ror.org/024ymtz97', 'https://ror.org/02m7axw05', 'https://ror.org/019my5047', 'https://ror.org/04vgjs034', 'https://ror.org/052cecc97', 'https://ror.org/00krgnp64', 'https://ror.org/005g2dx86', 'https://ror.org/02jx3x895', 'https://ror.org/005kpb876', 'https://ror.org/03vnshb93', 'https://ror.org/05m8hpg39', 'https://ror.org/0073v0y35', 'https://ror.org/010x33r48', 'https://ror.org/04cw6st05', 'https://ror.org/01cncp846', 'https://ror.org/04x32t337']"
univ bristol,"['https://ror.org/03mq68c95', 'https://ror.org/02kzqn938', 'https://ror.org/00pw0pp06', 'https://ror.org/01r9be524', 'https://ror.org/039fp5n52', 'https://ror.org/02nwg5t34', 'https://ror.org/00xagtd33', 'https://ror.org/0524sp257', 'https://ror.org/056sbyc67', 'https://ror.org/04bd41p10', 'https://ror.org/01p6fsx62', 'https://ror.org/00ctk8b26', 'https://ror.org/05wfna922', 'https://ror.org/01qgecw57', 'https://ror.org/031p4kj21', 'https://ror.org/01w151e64', 'https://ror.org/00h3hwc05', 'https://ror.org/02nv0e913', 'https://ror.org/037g0v202', 'https://ror.org/05e168j76']"
